"age","workclass","fnlwgt","education","educationnum","maritalstatus","occupation","relationship","race","sex","capitalgain","capitaloss","hrsperweek","nativecountry","class"
40," Private",285787," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
35," Private",196123," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
64," Private",66634," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Male",27828,0,50," United-States"," >50K"
24," Local-gov",354351," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," >50K"
40," Private",114537," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
52," Private",123011," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
48," Private",355320," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," Canada"," >50K"
39," Private",139012," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," >50K"
34," Private",177675," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
27,NA,174163," Some-college",10," Married-civ-spouse",NA," Wife"," White"," Female",0,0,40," United-States"," >50K"
35," Private",179668," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Private",81859," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States"," >50K"
40," Private",209547," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,60," United-States"," >50K"
55," Private",98361," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,55," United-States"," >50K"
46," Self-emp-inc",192128," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
32," Private",180871," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
29," Private",47429," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
37," Self-emp-inc",328466," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
30," Private",225231," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",8614,0,50," United-States"," >50K"
33," Local-gov",173005," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1848,45," United-States"," >50K"
47," Self-emp-inc",193960," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,45," United-States"," >50K"
43," Self-emp-inc",84924," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States"," >50K"
28," Private",202182," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," >50K"
50," Self-emp-inc",127315," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
37," Private",183739," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,8," United-States"," >50K"
31," Private",339482," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1848,40," United-States"," >50K"
34," Private",113129," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,38," United-States"," >50K"
57," Private",200316," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
58," Self-emp-inc",89922," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States"," >50K"
37," Private",73471," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,47," United-States"," >50K"
36," Private",163237," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
50," Local-gov",191130," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
51," Self-emp-not-inc",275924," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,50," Mexico"," >50K"
37," Private",166115," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
52," Self-emp-not-inc",334273," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
48," Private",164200," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
56," Local-gov",191754," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
55," Private",182460," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",15024,0,35," United-States"," >50K"
61," Self-emp-inc",187124," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States"," >50K"
35," Self-emp-not-inc",462832," HS-grad",9," Married-civ-spouse"," Craft-repair"," Wife"," Black"," Female",0,0,40," United-States"," >50K"
48," Private",153312," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,60," United-States"," >50K"
50," Self-emp-not-inc",44368," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,55," El-Salvador"," >50K"
33," Private",188246," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," >50K"
31," Private",209101," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,25," United-States"," >50K"
49," Private",188330," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
32," Local-gov",19302," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,56," England"," >50K"
57," Self-emp-not-inc",184553," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
48," Private",56071," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
40," Private",305846," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
68," Private",225612," Bachelors",13," Widowed"," Sales"," Not-in-family"," White"," Male",0,0,35," United-States"," >50K"
44," Self-emp-inc",352971," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
49," Private",209739," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,60," United-States"," >50K"
49," Private",169092," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",5178,0,40," Canada"," >50K"
32," Self-emp-not-inc",33404," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",10520,0,50," United-States"," >50K"
38," Private",217349," Assoc-voc",11," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",14344,0,40," United-States"," >50K"
40," Private",147206," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
45," Local-gov",182100," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
44," Private",254303," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," Hungary"," >50K"
59,NA,169611," Some-college",10," Married-civ-spouse",NA," Wife"," White"," Female",7298,0,12," United-States"," >50K"
41," Private",218172," Bachelors",13," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Female",13550,0,60," United-States"," >50K"
62," Private",160143," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,30," United-States"," >50K"
52," Private",259323," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
42," Private",171069," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",15024,0,40," United-States"," >50K"
59," Private",31782," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," >50K"
52," Self-emp-inc",114758," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
36," Private",398931," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1485,50," United-States"," >50K"
59," Private",98361," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
55," Private",185459," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
32," Private",236861," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
49," Private",170871," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
37,NA,319685," Assoc-voc",11," Married-civ-spouse",NA," Husband"," White"," Male",0,0,54," United-States"," >50K"
33," Private",229051," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,45," United-States"," >50K"
51," Private",197600," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
43," Private",212894," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
52," Private",266138," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40,NA," >50K"
50," Self-emp-not-inc",172281," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," United-States"," >50K"
46," Federal-gov",162187," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
35," Private",105138," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
34," Local-gov",174215," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,35," United-States"," >50K"
48," Local-gov",177018," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
36," Private",181065," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
38," Private",164050," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
47," Local-gov",121124," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"
48," Federal-gov",55377," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,55," Jamaica"," >50K"
43," Private",58447," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,55," United-States"," >50K"
49," Private",34545," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,40," United-States"," >50K"
32," Private",206541," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,45," United-States"," >50K"
54," Federal-gov",51048," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
36," Local-gov",185556," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"
36," Private",187847," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
46," Self-emp-inc",188861," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,1564,50," United-States"," >50K"
47," Private",70554," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
41," Private",806552," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
59," Self-emp-inc",146477," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Self-emp-not-inc",289436," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
39," Private",211440," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," >50K"
42," Private",102606," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States"," >50K"
47," Private",121124," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",15024,0,50," United-States"," >50K"
56," Self-emp-inc",205601," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,70," United-States"," >50K"
32," State-gov",182556," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,1887,45," United-States"," >50K"
38," Local-gov",115076," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States"," >50K"
44," Private",192381," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1848,40," United-States"," >50K"
54," Private",256908," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,25," United-States"," >50K"
31," Private",290964," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",0,0,38," United-States"," >50K"
45," Private",114032," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
64," Self-emp-inc",51286," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",6418,0,65," United-States"," >50K"
36," Self-emp-not-inc",343721," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30,NA," >50K"
51," Private",155574," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
37," Private",192939," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
40," Private",187702," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," >50K"
